交易时间,公众账号ID,商户号,特约商户号,设备号,微信订单号,商户订单号,用户标识,交易类型,交易状态,付款银行,货币种类,总金额,企业红包金额,微信退款单号,商户退款单号,退款金额,企业红包退款金额,退款类型,退款状态,商品名称,商户数据包,手续费,费率
`2015-10-15 17:28:28,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1001000271201510151207139381,`151015818166771114907,`ocBwEs5tq8a2ClDNUznf2yWjbwlE,`NATIVE,`SUCCESS,`ABC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-15 11:36:26,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1001040271201510151202446312,`151015780966771116017,`ocBwEszy1PcPTeQwF0hqjPNMalNY,`NATIVE,`SUCCESS,`ABC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-15 10:53:33,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1003600271201510151201833261,`151015249066771114997,`ocBwEs8FRN9u6bMmLyjnEh7m2Ves,`JSAPI,`SUCCESS,`CCB_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-15 10:30:08,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1005280271201510151201514570,`151015985766771112257,`ocBwEswSQTS_ZqSL7i1r8ZS3ykL0,`NATIVE,`SUCCESS,`ABC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-15 13:47:17,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1005790271201510151204568027,`151015046766771119916,`ocBwEs-hnVdygo7Zpj6uWXofO7Bg,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-15 13:40:02,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1006320271201510151204483217,`151015145766771114820,`ocBwEs72mGB2f0HssJtBoHu_eTCc,`NATIVE,`SUCCESS,`CCB_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-15 14:36:55,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1008840271201510151205128549,`151015450666504316342,`ocBwEs3NGqhEGwMwLUkyqmzK7mv4,`NATIVE,`SUCCESS,`ICBC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-21 09:13:31,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1000100271201510211273810773,`151021829266161419730,`ocBwEs34Vh1743D9vunX9KUeAJSA,`NATIVE,`SUCCESS,`CFT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.00%
`2015-10-21 13:22:07,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1004620271201510211277025236,`151021242766771119241,`ocBwEswkAHPnA-B_M5TUnRWAlIkM,`NATIVE,`SUCCESS,`ICBC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.00%
`2015-10-21 12:49:13,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1005340271201510211276624135,`151021289166771115768,`ocBwEs6JmwYq1P-_1YjWPq3GxX8Q,`NATIVE,`SUCCESS,`CMBC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.00%
`2015-10-21 09:23:42,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1005800271201510211273902889,`151021192166161414832,`ocBwEs-NyXfJBDPrHfkmjL_3A-DA,`NATIVE,`SUCCESS,`CCB_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.00%
`2015-10-21 23:31:56,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1006890271201510211283977814,`151021278766771113526,`ocBwEs3hlHBTm2YOjvZEiTbhun8o,`NATIVE,`SUCCESS,`CFT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.00%
`2015-10-21 10:04:51,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1007490271201510211274248616,`15102107941036315496,`ocBwEs8INIdh7_9e_PUXobn80QAc,`NATIVE,`SUCCESS,`CFT,`CNY,`698.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`4.19000,`0.00%
`2015-10-21 07:00:56,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1007880271201510211273145603,`151020616766161415756,`ocBwEs20B3CSuDvEmDOngfFYRv9M,`NATIVE,`SUCCESS,`BOC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.00%
`2015-10-21 08:02:01,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1008200271201510211273334976,`151021862366161411591,`ocBwEs009r9VScJcgbxw92YlT4ZA,`NATIVE,`SUCCESS,`PAB_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.00%
,,,,,,,,,,,,,,,,,,,,,,,
总交易单数,总交易额,总退款金额,总企业红包退款金额,手续费总金额,,,,,,,,,,,,,,,,,,,
`120.0,`163809.0,`0.0,`0.0,`983.12,,,,,,,,,,,,,,,,,,,
